date_added,source,url,mobile_checked,name
2015-09-24 23:52:56.672873,Producthunt,https://www.ridechariot.com/,True,Chariot 2.0
2015-09-24 23:52:56.673351,Producthunt,https://rickyromero.com/shutup/,True,Shut Up Comment Blocker
2015-09-24 23:52:56.676453,Producthunt,http://instantapp.today/,True,Instant for iOS
2015-09-24 23:52:56.671259,Producthunt,http://www.bublcam.com/products/bublcam,True,Bublcam Innovation Kit
2015-09-24 23:52:56.675866,Producthunt,https://pebble.com/pebble-time-round-smartwatch-features,True,Pebble Time Round
2015-09-24 23:52:56.672369,Producthunt,http://www.powize.com/,True,Powize
2015-09-24 23:52:56.676973,Producthunt,http://getpitchdeck.com/,True,Pitchdeck
2015-09-24 23:52:56.686476,Producthunt,http://passwordchef.co/,True,Password Chef
2015-09-24 23:52:56.685965,Producthunt,https://www.boostinsider.com/,True,Boostinsider
2015-09-24 23:52:56.671630,Producthunt,https://www.kickstarter.com/projects/janulus/trinity-portable-wind-turbine-power-station,True,Trinity
2015-09-24 23:52:56.673932,Producthunt,https://bumpn.com/,True,Bumpn
2015-09-24 23:52:56.675365,Producthunt,http://newsroom.uber.com/2015/09/ubercommute/,True,uberCOMMUTE
2015-09-24 23:52:56.686963,Producthunt,https://pingpad.net/producthunt,True,Pingpad
2015-09-24 23:52:56.684860,Producthunt,http://www.luckytrip.co.uk/,True,LuckyTrip
2015-09-24 23:52:56.677541,Producthunt,https://itunes.apple.com/app/apple-store/id1025252985?mt=8,True,MailTime Pro
2015-09-24 23:52:56.670276,Producthunt,http://onetime.today/,True,Onetime
2015-09-24 23:52:56.669302,Producthunt,http://soonforever.co/,True,Soon
2015-09-24 23:52:56.674923,Producthunt,http://onlinetyari.com,True,Online Tyari
2015-09-24 23:52:56.684229,Producthunt,https://www.flashgap.com/,True,Flashgap 2.0
2015-09-24 23:52:56.668867,Producthunt,https://itunes.apple.com/us/app/google-keep-your-thoughts/id1029207872?mt=8&,True,Google Keep for iOS
2015-09-24 23:52:56.668226,Producthunt,http://www.ampme.com/,True,AmpMe
2015-09-24 23:52:56.667637,Producthunt,http://oaxis.com/home-2/products/inkcase-i6/,True,InkCase
date_added,source,url,mobile_checked,name
http://betalist.com/startups/pipes-news/visit/,betalist,2015-09-24 23:53:07.687336,True,Pipes News
http://betalist.com/startups/remoot/visit/,betalist,2015-09-24 23:53:07.689382,True,Remoot
http://betalist.com/startups/scout/visit/,betalist,2015-09-24 23:53:07.691183,True,Scout
http://betalist.com/startups/nearcheckwhosnearby/visit/,betalist,2015-09-24 23:53:07.692778,True,Near
http://betalist.com/startups/crowdreference/visit/,betalist,2015-09-24 23:53:07.694385,True,CrowdReference
http://betalist.com/startups/touchbus/visit/,betalist,2015-09-24 23:53:07.695949,True,TouchBus
http://betalist.com/startups/stashword/visit/,betalist,2015-09-24 23:53:07.697615,True,Stashword
date_added,source,url,mobile_checked,name
2015-09-24 23:53:09.288634,startupli.st,https://presentio.us,False,Presentious
date_added,source,url,mobile_checked,name
2015-09-24 23:53:10.958269,startuplister,https://itunes.apple.com/app/apple-store/id960970647,True,TapPicks Daily Sports 
2015-09-24 23:53:10.958649,startuplister,http://www.getpitchdeck.com,True,"Pitchdeck, Inc. "
2015-09-24 23:53:10.957976,startuplister,http://www.wusic.com,True,WUSIC 
2015-09-24 23:53:10.957552,startuplister,http://getgystnow.com,True,GYSTNow 
date_added,source,url,mobile_checked,name
2015-09-24 23:53:15.364158,betabound,https://play.google.com/apps/testing/com.littleapple.CatchThePearl,False,Catch The Pearl Public Beta
2015-09-24 23:53:15.660512,betabound,https://docs.google.com/forms/d/1wrUNuMVJNIXrle2TJqrkZeTSYa6Gftl1qS73RLLUEKM/viewform?edit_requested=true,False,Teen Runaway Private Beta
